month,outlet_name,conflict_name,death_reporting_count,human_rights_violations_count,id,death_report_percentage,hr_violation_percentage
2022-02,Xinhua News Agency,Russian Invasion of Ukraine,0.0,11.0,6,0.0,183.33333333333331
2022-03,20 Minutos,Russian Invasion of Ukraine,11.0,5.0,13,84.61538461538461,38.46153846153847
2022-03,Al Jazeera,Russian Invasion of Ukraine,24.0,43.0,31,77.41935483870968,138.70967741935485
2022-03,Amnesty International publications,Israel-Palestine Conflict,3.0,2.0,1,300.0,200.0
2022-03,Amnesty International publications,Russian Invasion of Ukraine,7.0,3.0,21,33.33333333333333,14.285714285714285
2022-03,Arab News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,Arab News,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0
2022-03,Associated Press (AP),Russian Invasion of Ukraine,1.0,0.0,4,25.0,0.0
2022-03,BBC News,Russian Invasion of Ukraine,5.0,0.0,14,35.714285714285715,0.0
2022-03,Bloomberg,Russian Invasion of Ukraine,2.0,4.0,12,16.666666666666664,33.33333333333333
2022-03,BuzzFeed News,Russian Invasion of Ukraine,37.0,27.0,42,88.09523809523809,64.28571428571429
2022-03,CBC News,Russian Invasion of Ukraine,32.0,30.0,52,61.53846153846154,57.692307692307686
2022-03,CBS News,Russian Invasion of Ukraine,13.0,21.0,10,130.0,210.0
2022-03,CNN ,Russian Invasion of Ukraine,18.0,31.0,36,50.0,86.11111111111111
2022-03,Cadena SER,Russian Invasion of Ukraine,5.0,13.0,12,41.66666666666667,108.33333333333333
2022-03,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,Carnegie Endowment for International Peace publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-03,Channel 4 News,Russian Invasion of Ukraine,15.0,27.0,11,136.36363636363635,245.45454545454547
2022-03,China Daily,Russian Invasion of Ukraine,2.0,24.0,14,14.285714285714285,171.42857142857142
2022-03,Council on Foreign Relations,Russian Invasion of Ukraine,36.0,48.0,41,87.8048780487805,117.07317073170731
2022-03,Daily Mail,Russian Invasion of Ukraine,2.0,5.0,3,66.66666666666666,166.66666666666669
2022-03,Dawn,Russian Invasion of Ukraine,2.0,2.0,9,22.22222222222222,22.22222222222222
2022-03,Der Spiegel,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,Der Spiegel,Russian Invasion of Ukraine,2.0,1.0,8,25.0,12.5
2022-03,El Confidencial,Russian Invasion of Ukraine,2.0,1.0,29,6.896551724137931,3.4482758620689653
2022-03,El Mundo,Russian Invasion of Ukraine,13.0,9.0,31,41.935483870967744,29.03225806451613
2022-03,El País,Russian Invasion of Ukraine,25.0,35.0,31,80.64516129032258,112.90322580645163
2022-03,Evening Standard,Russian Invasion of Ukraine,26.0,22.0,15,173.33333333333334,146.66666666666666
2022-03,Financial Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,Financial Times,Russian Invasion of Ukraine,29.0,22.0,39,74.35897435897436,56.41025641025641
2022-03,Foreign Affairs,Russian Invasion of Ukraine,28.0,7.0,25,112.00000000000001,28.000000000000004
2022-03,Foreign Policy,Russian Invasion of Ukraine,11.0,21.0,35,31.428571428571427,60.0
2022-03,Fox News,Israel-Palestine Conflict,2.0,3.0,1,200.0,300.0
2022-03,Fox News,Russian Invasion of Ukraine,40.0,78.0,81,49.382716049382715,96.29629629629629
2022-03,France 24,Russian Invasion of Ukraine,30.0,42.0,52,57.692307692307686,80.76923076923077
2022-03,Global Times,Russian Invasion of Ukraine,47.0,48.0,32,146.875,150.0
2022-03,Haaretz ,Russian Invasion of Ukraine,30.0,34.0,60,50.0,56.666666666666664
2022-03,IRNA (Islamic Republic News Agency),Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-03,ITV News,Russian Invasion of Ukraine,40.0,37.0,43,93.02325581395348,86.04651162790698
2022-03,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,4.0,0.0,1,400.0,0.0
2022-03,Institute for International Strategic Studies (IISS) publications,Russian Invasion of Ukraine,6.0,1.0,10,60.0,10.0
2022-03,International Crisis Group reports,Israel-Palestine Conflict,2.0,10.0,5,40.0,200.0
2022-03,International Crisis Group reports,Russian Invasion of Ukraine,9.0,38.0,12,75.0,316.66666666666663
2022-03,Just Security,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,Just Security,Russian Invasion of Ukraine,44.0,41.0,40,110.00000000000001,102.49999999999999
2022-03,Kommersant,Russian Invasion of Ukraine,1.0,1.0,2,50.0,50.0
2022-03,L'Express,Russian Invasion of Ukraine,12.0,10.0,21,57.14285714285714,47.61904761904761
2022-03,La Croix,Russian Invasion of Ukraine,7.0,7.0,21,33.33333333333333,33.33333333333333
2022-03,La Razón,Israel-Palestine Conflict,26.0,0.0,1,2600.0,0.0
2022-03,La Razón,Russian Invasion of Ukraine,6.0,0.0,13,46.15384615384615,0.0
2022-03,La Vanguardia,Russian Invasion of Ukraine,11.0,23.0,29,37.93103448275862,79.3103448275862
2022-03,Le Figaro,Russian Invasion of Ukraine,23.0,9.0,41,56.09756097560976,21.951219512195124
2022-03,Le Monde,Israel-Palestine Conflict,12.0,0.0,1,1200.0,0.0
2022-03,Le Monde,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0
2022-03,Le Parisien,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,Le Parisien,Russian Invasion of Ukraine,4.0,1.0,5,80.0,20.0
2022-03,Les Echos,Russian Invasion of Ukraine,19.0,52.0,46,41.30434782608695,113.04347826086956
2022-03,Libération,Russian Invasion of Ukraine,18.0,30.0,66,27.27272727272727,45.45454545454545
2022-03,Los Angeles Times,Russian Invasion of Ukraine,51.0,45.0,63,80.95238095238095,71.42857142857143
2022-03,MSNBC ,Russian Invasion of Ukraine,25.0,21.0,38,65.78947368421053,55.26315789473685
2022-03,Mediapart,Russian Invasion of Ukraine,14.0,13.0,28,50.0,46.42857142857143
2022-03,Metro,Russian Invasion of Ukraine,1.0,6.0,9,11.11111111111111,66.66666666666666
2022-03,NBC News,Russian Invasion of Ukraine,31.0,47.0,56,55.35714285714286,83.92857142857143
2022-03,NPR,Russian Invasion of Ukraine,17.0,87.0,37,45.94594594594595,235.13513513513513
2022-03,People's Daily,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0
2022-03,Politico,Russian Invasion of Ukraine,17.0,16.0,29,58.620689655172406,55.172413793103445
2022-03,Press TV,Russian Invasion of Ukraine,16.0,3.0,6,266.66666666666663,50.0
2022-03,ProPublica,Israel-Palestine Conflict,23.0,10.0,1,2300.0,1000.0
2022-03,ProPublica,Russian Invasion of Ukraine,2.0,10.0,5,40.0,200.0
2022-03,Público,Russian Invasion of Ukraine,19.0,24.0,20,95.0,120.0
2022-03,RIA Novosti,Russian Invasion of Ukraine,1.0,0.0,4,25.0,0.0
2022-03,RT (Russia Today),Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,RTVE,Israel-Palestine Conflict,29.0,6.0,9,322.22222222222223,66.66666666666666
2022-03,RTVE,Russian Invasion of Ukraine,5.0,9.0,19,26.31578947368421,47.368421052631575
2022-03,Radio France Internationale (RFI),Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-03,Reuters,Russian Invasion of Ukraine,17.0,3.0,8,212.5,37.5
2022-03,Sky News,Russian Invasion of Ukraine,12.0,8.0,35,34.285714285714285,22.857142857142858
2022-03,TASS,Russian Invasion of Ukraine,1.0,6.0,10,10.0,60.0
2022-03,Tasnim News Agency,Israel-Palestine Conflict,10.0,2.0,3,333.33333333333337,66.66666666666666
2022-03,Tasnim News Agency,Russian Invasion of Ukraine,6.0,8.0,9,66.66666666666666,88.88888888888889
2022-03,The Atlantic,Russian Invasion of Ukraine,46.0,25.0,52,88.46153846153845,48.07692307692308
2022-03,The Australian,Russian Invasion of Ukraine,5.0,0.0,1,500.0,0.0
2022-03,The Conversation UK,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0
2022-03,The Daily Telegraph,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-03,The Daily Telegraph,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-03,The Diplomat,Israel-Palestine Conflict,2.0,1.0,2,100.0,50.0
2022-03,The Diplomat,Russian Invasion of Ukraine,51.0,75.0,59,86.4406779661017,127.11864406779661
2022-03,The Economist,Russian Invasion of Ukraine,29.0,22.0,36,80.55555555555556,61.111111111111114
2022-03,The Globe and Mail,Russian Invasion of Ukraine,4.0,2.0,6,66.66666666666666,33.33333333333333
2022-03,The Guardian,Russian Invasion of Ukraine,19.0,5.0,19,100.0,26.31578947368421
2022-03,The Hill,Russian Invasion of Ukraine,1.0,3.0,3,33.33333333333333,100.0
2022-03,The Hindu,Russian Invasion of Ukraine,9.0,0.0,8,112.5,0.0
2022-03,The Independent,Russian Invasion of Ukraine,24.0,36.0,71,33.80281690140845,50.70422535211267
2022-03,The Intercept,Russian Invasion of Ukraine,37.0,50.0,32,115.625,156.25
2022-03,The Japan Times,Russian Invasion of Ukraine,26.0,20.0,42,61.904761904761905,47.61904761904761
2022-03,The Jerusalem Post,Israel-Palestine Conflict,4.0,5.0,5,80.0,100.0
2022-03,The Jerusalem Post,Russian Invasion of Ukraine,54.0,42.0,56,96.42857142857143,75.0
2022-03,The Mirror,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0
2022-03,The Mirror,Russian Invasion of Ukraine,60.0,46.0,53,113.20754716981132,86.79245283018868
2022-03,The New Statesman,Israel-Palestine Conflict,0.0,1.0,4,0.0,25.0
2022-03,The New Statesman,Russian Invasion of Ukraine,34.0,89.0,69,49.275362318840585,128.9855072463768
2022-03,The New York Times,Russian Invasion of Ukraine,24.0,18.0,37,64.86486486486487,48.64864864864865
2022-03,The Observer,Russian Invasion of Ukraine,13.0,10.0,17,76.47058823529412,58.82352941176471
2022-03,The South China Morning Post,Russian Invasion of Ukraine,31.0,33.0,54,57.407407407407405,61.111111111111114
2022-03,The Spectator,Russian Invasion of Ukraine,4.0,8.0,21,19.047619047619047,38.095238095238095
2022-03,The Sun,Russian Invasion of Ukraine,11.0,21.0,34,32.35294117647059,61.76470588235294
2022-03,The Sydney Morning Herald,Russian Invasion of Ukraine,5.0,10.0,18,27.77777777777778,55.55555555555556
2022-03,The Times,Russian Invasion of Ukraine,18.0,34.0,18,100.0,188.88888888888889
2022-03,The Times of India,Russian Invasion of Ukraine,14.0,31.0,37,37.83783783783784,83.78378378378379
2022-03,The Wall Street Journal,Russian Invasion of Ukraine,38.0,30.0,63,60.317460317460316,47.61904761904761
2022-03,The Washington Post,Russian Invasion of Ukraine,24.0,8.0,9,266.66666666666663,88.88888888888889
2022-03,USA Today,Russian Invasion of Ukraine,44.0,27.0,62,70.96774193548387,43.54838709677419
2022-03,Vox,Russian Invasion of Ukraine,37.0,34.0,39,94.87179487179486,87.17948717948718
2022-03,Xinhua News Agency,Israel-Palestine Conflict,0.0,7.0,1,0.0,700.0
2022-03,Xinhua News Agency,Russian Invasion of Ukraine,1.0,0.0,4,25.0,0.0
2022-04,20 Minutos,Russian Invasion of Ukraine,1.0,0.0,3,33.33333333333333,0.0
2022-04,Al Jazeera,Russian Invasion of Ukraine,9.0,16.0,20,45.0,80.0
2022-04,Amnesty International publications,Russian Invasion of Ukraine,0.0,1.0,7,0.0,14.285714285714285
2022-04,BBC News,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0
2022-04,Bloomberg,Israel-Palestine Conflict,7.0,12.0,1,700.0,1200.0
2022-04,Bloomberg,Russian Invasion of Ukraine,1.0,1.0,7,14.285714285714285,14.285714285714285
2022-04,BuzzFeed News,Russian Invasion of Ukraine,2.0,0.0,8,25.0,0.0
2022-04,CBC News,Russian Invasion of Ukraine,2.0,5.0,16,12.5,31.25
2022-04,CBS News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,CBS News,Russian Invasion of Ukraine,1.0,1.0,4,25.0,25.0
2022-04,CNN ,Russian Invasion of Ukraine,10.0,8.0,10,100.0,80.0
2022-04,Cadena SER,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0
2022-04,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,1.0,1.0,2,50.0,50.0
2022-04,Carnegie Endowment for International Peace publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-04,Channel 4 News,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-04,China Daily,Israel-Palestine Conflict,0.0,2.0,1,0.0,200.0
2022-04,China Daily,Russian Invasion of Ukraine,4.0,0.0,8,50.0,0.0
2022-04,Council on Foreign Relations,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,Council on Foreign Relations,Russian Invasion of Ukraine,15.0,33.0,19,78.94736842105263,173.6842105263158
2022-04,Daily Mail,Russian Invasion of Ukraine,2.0,22.0,7,28.57142857142857,314.2857142857143
2022-04,Dawn,Russian Invasion of Ukraine,4.0,1.0,2,200.0,50.0
2022-04,Der Spiegel,Russian Invasion of Ukraine,0.0,1.0,3,0.0,33.33333333333333
2022-04,Deutsche Welle,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-04,El Confidencial,Russian Invasion of Ukraine,7.0,5.0,12,58.333333333333336,41.66666666666667
2022-04,El Mundo,Russian Invasion of Ukraine,5.0,0.0,8,62.5,0.0
2022-04,El País,Russian Invasion of Ukraine,3.0,0.0,15,20.0,0.0
2022-04,Evening Standard,Russian Invasion of Ukraine,0.0,1.0,3,0.0,33.33333333333333
2022-04,Financial Times,Russian Invasion of Ukraine,5.0,3.0,17,29.411764705882355,17.647058823529413
2022-04,Foreign Affairs,Russian Invasion of Ukraine,3.0,3.0,20,15.0,15.0
2022-04,Foreign Policy,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,Foreign Policy,Russian Invasion of Ukraine,10.0,15.0,25,40.0,60.0
2022-04,Fox News,Russian Invasion of Ukraine,1.0,1.0,13,7.6923076923076925,7.6923076923076925
2022-04,France 24,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,France 24,Russian Invasion of Ukraine,2.0,2.0,14,14.285714285714285,14.285714285714285
2022-04,Global Times,Russian Invasion of Ukraine,18.0,6.0,26,69.23076923076923,23.076923076923077
2022-04,Haaretz ,Russian Invasion of Ukraine,9.0,12.0,26,34.61538461538461,46.15384615384615
2022-04,ITV News,Russian Invasion of Ukraine,2.0,0.0,4,50.0,0.0
2022-04,Institute for International Strategic Studies (IISS) publications,Russian Invasion of Ukraine,2.0,2.0,7,28.57142857142857,28.57142857142857
2022-04,International Crisis Group reports,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0
2022-04,International Crisis Group reports,Russian Invasion of Ukraine,6.0,2.0,5,120.0,40.0
2022-04,Just Security,Israel-Palestine Conflict,0.0,3.0,1,0.0,300.0
2022-04,Just Security,Russian Invasion of Ukraine,23.0,6.0,25,92.0,24.0
2022-04,Kommersant,Russian Invasion of Ukraine,0.0,1.0,4,0.0,25.0
2022-04,L'Express,Russian Invasion of Ukraine,2.0,2.0,9,22.22222222222222,22.22222222222222
2022-04,La Croix,Russian Invasion of Ukraine,5.0,1.0,7,71.42857142857143,14.285714285714285
2022-04,La Razón,Russian Invasion of Ukraine,3.0,7.0,4,75.0,175.0
2022-04,La Vanguardia,Russian Invasion of Ukraine,7.0,5.0,6,116.66666666666667,83.33333333333334
2022-04,Le Figaro,Israel-Palestine Conflict,3.0,1.0,1,300.0,100.0
2022-04,Le Figaro,Russian Invasion of Ukraine,28.0,18.0,21,133.33333333333331,85.71428571428571
2022-04,Le Monde,Russian Invasion of Ukraine,1.0,1.0,7,14.285714285714285,14.285714285714285
2022-04,Le Parisien,Russian Invasion of Ukraine,2.0,1.0,4,50.0,25.0
2022-04,Les Echos,Russian Invasion of Ukraine,6.0,4.0,19,31.57894736842105,21.052631578947366
2022-04,Libération,Russian Invasion of Ukraine,9.0,10.0,28,32.142857142857146,35.714285714285715
2022-04,Los Angeles Times,Russian Invasion of Ukraine,3.0,7.0,13,23.076923076923077,53.84615384615385
2022-04,MSNBC ,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0
2022-04,MSNBC ,Russian Invasion of Ukraine,12.0,8.0,16,75.0,50.0
2022-04,Mediapart,Russian Invasion of Ukraine,2.0,7.0,7,28.57142857142857,100.0
2022-04,Metro,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,Metro,Russian Invasion of Ukraine,0.0,1.0,2,0.0,50.0
2022-04,NBC News,Russian Invasion of Ukraine,5.0,4.0,17,29.411764705882355,23.52941176470588
2022-04,NPR,Israel-Palestine Conflict,10.0,0.0,2,500.0,0.0
2022-04,NPR,Russian Invasion of Ukraine,24.0,10.0,24,100.0,41.66666666666667
2022-04,People's Daily,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,People's Daily,Russian Invasion of Ukraine,6.0,2.0,2,300.0,100.0
2022-04,Politico,Russian Invasion of Ukraine,2.0,2.0,12,16.666666666666664,16.666666666666664
2022-04,Press TV,Russian Invasion of Ukraine,3.0,13.0,6,50.0,216.66666666666666
2022-04,ProPublica,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-04,Público,Russian Invasion of Ukraine,1.0,0.0,3,33.33333333333333,0.0
2022-04,RIA Novosti,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,RIA Novosti,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-04,RTVE,Israel-Palestine Conflict,1.0,1.0,2,50.0,50.0
2022-04,RTVE,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-04,Reuters,Russian Invasion of Ukraine,3.0,2.0,5,60.0,40.0
2022-04,Sky News,Russian Invasion of Ukraine,13.0,9.0,12,108.33333333333333,75.0
2022-04,TASS,Russian Invasion of Ukraine,0.0,41.0,3,0.0,1366.6666666666665
2022-04,Tasnim News Agency,Israel-Palestine Conflict,20.0,1.0,3,666.6666666666667,33.33333333333333
2022-04,Tasnim News Agency,Russian Invasion of Ukraine,2.0,1.0,6,33.33333333333333,16.666666666666664
2022-04,The Atlantic,Russian Invasion of Ukraine,20.0,17.0,19,105.26315789473684,89.47368421052632
2022-04,The Diplomat,Russian Invasion of Ukraine,38.0,21.0,22,172.72727272727272,95.45454545454545
2022-04,The Economist,Russian Invasion of Ukraine,20.0,28.0,17,117.64705882352942,164.70588235294116
2022-04,The Globe and Mail,Russian Invasion of Ukraine,14.0,4.0,17,82.35294117647058,23.52941176470588
2022-04,The Guardian,Russian Invasion of Ukraine,0.0,2.0,8,0.0,25.0
2022-04,The Hill,Russian Invasion of Ukraine,15.0,17.0,41,36.58536585365854,41.46341463414634
2022-04,The Hindu,Russian Invasion of Ukraine,2.0,1.0,2,100.0,50.0
2022-04,The Independent,Russian Invasion of Ukraine,1.0,4.0,15,6.666666666666667,26.666666666666668
2022-04,The Intercept,Israel-Palestine Conflict,3.0,0.0,2,150.0,0.0
2022-04,The Intercept,Russian Invasion of Ukraine,6.0,0.0,14,42.857142857142854,0.0
2022-04,The Japan Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,The Japan Times,Russian Invasion of Ukraine,10.0,12.0,20,50.0,60.0
2022-04,The Jerusalem Post,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,The Jerusalem Post,Russian Invasion of Ukraine,19.0,19.0,33,57.57575757575758,57.57575757575758
2022-04,The Mirror,Russian Invasion of Ukraine,9.0,4.0,15,60.0,26.666666666666668
2022-04,The New Statesman,Israel-Palestine Conflict,2.0,4.0,2,100.0,200.0
2022-04,The New Statesman,Russian Invasion of Ukraine,8.0,5.0,14,57.14285714285714,35.714285714285715
2022-04,The New York Times,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0
2022-04,The New York Times,Russian Invasion of Ukraine,6.0,22.0,13,46.15384615384615,169.23076923076923
2022-04,The Observer,Russian Invasion of Ukraine,13.0,2.0,3,433.3333333333333,66.66666666666666
2022-04,The South China Morning Post,Russian Invasion of Ukraine,31.0,54.0,21,147.61904761904762,257.14285714285717
2022-04,The Spectator,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,The Spectator,Russian Invasion of Ukraine,0.0,7.0,13,0.0,53.84615384615385
2022-04,The Sun,Russian Invasion of Ukraine,4.0,1.0,11,36.36363636363637,9.090909090909092
2022-04,The Sydney Morning Herald,Russian Invasion of Ukraine,2.0,3.0,7,28.57142857142857,42.857142857142854
2022-04,The Times,Russian Invasion of Ukraine,0.0,1.0,7,0.0,14.285714285714285
2022-04,The Times of India,Russian Invasion of Ukraine,17.0,16.0,17,100.0,94.11764705882352
2022-04,The Wall Street Journal,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-04,The Wall Street Journal,Russian Invasion of Ukraine,52.0,18.0,36,144.44444444444443,50.0
2022-04,The Washington Post,Russian Invasion of Ukraine,1.0,1.0,4,25.0,25.0
2022-04,USA Today,Russian Invasion of Ukraine,22.0,43.0,30,73.33333333333333,143.33333333333334
2022-04,Vox,Russian Invasion of Ukraine,2.0,10.0,17,11.76470588235294,58.82352941176471
2022-04,Xinhua News Agency,Russian Invasion of Ukraine,3.0,0.0,4,75.0,0.0
2022-05,20 Minutos,Russian Invasion of Ukraine,0.0,0.0,5,0.0,0.0
2022-05,Al Jazeera,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,Al Jazeera,Russian Invasion of Ukraine,21.0,8.0,1,2100.0,800.0
2022-05,Amnesty International publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,Amnesty International publications,Russian Invasion of Ukraine,15.0,11.0,6,250.0,183.33333333333331
2022-05,BBC News,Russian Invasion of Ukraine,0.0,4.0,2,0.0,200.0
2022-05,Bloomberg,Russian Invasion of Ukraine,0.0,11.0,5,0.0,220.00000000000003
2022-05,BuzzFeed News,Russian Invasion of Ukraine,7.0,3.0,4,175.0,75.0
2022-05,CBC News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,CBC News,Russian Invasion of Ukraine,20.0,9.0,10,200.0,90.0
2022-05,CBS News,Russian Invasion of Ukraine,2.0,0.0,2,100.0,0.0
2022-05,CNN ,Russian Invasion of Ukraine,0.0,2.0,4,0.0,50.0
2022-05,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,8.0,1.0,2,400.0,50.0
2022-05,Channel 4 News,Russian Invasion of Ukraine,3.0,1.0,1,300.0,100.0
2022-05,China Daily,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,China Daily,Russian Invasion of Ukraine,8.0,7.0,6,133.33333333333331,116.66666666666667
2022-05,Council on Foreign Relations,Israel-Palestine Conflict,2.0,1.0,3,66.66666666666666,33.33333333333333
2022-05,Council on Foreign Relations,Russian Invasion of Ukraine,16.0,2.0,10,160.0,20.0
2022-05,Daily Mail,Russian Invasion of Ukraine,0.0,0.0,5,0.0,0.0
2022-05,Dawn,Russian Invasion of Ukraine,2.0,12.0,4,50.0,300.0
2022-05,Der Spiegel,Russian Invasion of Ukraine,1.0,3.0,4,25.0,75.0
2022-05,El Confidencial,Russian Invasion of Ukraine,3.0,5.0,3,100.0,166.66666666666669
2022-05,El Mundo,Russian Invasion of Ukraine,4.0,8.0,6,66.66666666666666,133.33333333333331
2022-05,El País,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,El País,Russian Invasion of Ukraine,0.0,0.0,8,0.0,0.0
2022-05,Evening Standard,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0
2022-05,Financial Times,Russian Invasion of Ukraine,3.0,1.0,8,37.5,12.5
2022-05,Foreign Affairs,Russian Invasion of Ukraine,6.0,13.0,17,35.294117647058826,76.47058823529412
2022-05,Foreign Policy,Israel-Palestine Conflict,1.0,2.0,2,50.0,100.0
2022-05,Foreign Policy,Russian Invasion of Ukraine,5.0,32.0,8,62.5,400.0
2022-05,Fox News,Russian Invasion of Ukraine,4.0,1.0,8,50.0,12.5
2022-05,France 24,Israel-Palestine Conflict,7.0,3.0,1,700.0,300.0
2022-05,France 24,Russian Invasion of Ukraine,3.0,0.0,14,21.428571428571427,0.0
2022-05,Global Times,Russian Invasion of Ukraine,10.0,16.0,9,111.11111111111111,177.77777777777777
2022-05,Haaretz ,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,Haaretz ,Russian Invasion of Ukraine,8.0,4.0,23,34.78260869565217,17.391304347826086
2022-05,ITV News,Russian Invasion of Ukraine,1.0,0.0,4,25.0,0.0
2022-05,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,Institute for International Strategic Studies (IISS) publications,Russian Invasion of Ukraine,15.0,3.0,8,187.5,37.5
2022-05,International Affairs,Russian Invasion of Ukraine,2.0,1.0,1,200.0,100.0
2022-05,International Crisis Group reports,Israel-Palestine Conflict,2.0,2.0,1,200.0,200.0
2022-05,International Crisis Group reports,Russian Invasion of Ukraine,2.0,1.0,8,25.0,12.5
2022-05,Just Security,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0
2022-05,Just Security,Russian Invasion of Ukraine,2.0,7.0,15,13.333333333333334,46.666666666666664
2022-05,Kommersant,Russian Invasion of Ukraine,1.0,1.0,8,12.5,12.5
2022-05,L'Express,Russian Invasion of Ukraine,4.0,12.0,4,100.0,300.0
2022-05,La Razón,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0
2022-05,La Vanguardia,Russian Invasion of Ukraine,10.0,0.0,16,62.5,0.0
2022-05,Le Figaro,Russian Invasion of Ukraine,8.0,4.0,18,44.44444444444444,22.22222222222222
2022-05,Le Monde,Israel-Palestine Conflict,9.0,1.0,2,450.0,50.0
2022-05,Le Monde,Russian Invasion of Ukraine,3.0,0.0,9,33.33333333333333,0.0
2022-05,Le Parisien,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0
2022-05,Les Echos,Russian Invasion of Ukraine,14.0,6.0,12,116.66666666666667,50.0
2022-05,Libération,Russian Invasion of Ukraine,3.0,7.0,17,17.647058823529413,41.17647058823529
2022-05,Los Angeles Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0
2022-05,Los Angeles Times,Russian Invasion of Ukraine,10.0,2.0,13,76.92307692307693,15.384615384615385
2022-05,MSNBC ,Russian Invasion of Ukraine,2.0,4.0,7,28.57142857142857,57.14285714285714
2022-05,Mediapart,Russian Invasion of Ukraine,2.0,0.0,3,66.66666666666666,0.0
2022-05,Metro,Russian Invasion of Ukraine,3.0,6.0,5,60.0,120.0
2022-05,NBC News,Russian Invasion of Ukraine,10.0,28.0,18,55.55555555555556,155.55555555555557
2022-05,NPR,Russian Invasion of Ukraine,11.0,32.0,18,61.111111111111114,177.77777777777777
2022-05,Politico,Russian Invasion of Ukraine,1.0,0.0,6,16.666666666666664,0.0
2022-05,Press TV,Russian Invasion of Ukraine,0.0,6.0,3,0.0,200.0
2022-05,ProPublica,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0
2022-05,RIA Novosti,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0
2022-05,RTVE,Israel-Palestine Conflict,2.0,0.0,2,100.0,0.0
2022-05,RTVE,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0
2022-05,Radio France Internationale (RFI),Russian Invasion of Ukraine,0.0,1.0,5,0.0,20.0
2022-05,Reuters,Russian Invasion of Ukraine,0.0,0.0,4,0.0,0.0
2022-05,Sky News,Russian Invasion of Ukraine,15.0,9.0,6,250.0,150.0
