month,outlet_name,conflict_name,death_reporting_count,human_rights_violations_count,id,death_report_percentage,hr_violation_percentage,article_count,normalized_death_report,normalized_hr_violation
2022-05,Les Echos,Russian Invasion of Ukraine,14.0,6.0,12,116.66666666666667,50.0,659,0.021244309559939303,0.009104704097116844
2022-05,Libération,Russian Invasion of Ukraine,3.0,7.0,17,17.647058823529413,41.17647058823529,659,0.004552352048558422,0.010622154779969651
2022-05,Los Angeles Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,37,0.0,0.0
2022-05,Los Angeles Times,Russian Invasion of Ukraine,10.0,2.0,13,76.92307692307693,15.384615384615385,659,0.015174506828528073,0.0030349013657056147
2022-05,MSNBC ,Russian Invasion of Ukraine,2.0,4.0,7,28.57142857142857,57.14285714285714,659,0.0030349013657056147,0.006069802731411229
2022-05,Mediapart,Russian Invasion of Ukraine,2.0,0.0,3,66.66666666666666,0.0,659,0.0030349013657056147,0.0
2022-05,Metro,Russian Invasion of Ukraine,3.0,6.0,5,60.0,120.0,659,0.004552352048558422,0.009104704097116844
2022-05,NBC News,Russian Invasion of Ukraine,10.0,28.0,18,55.55555555555556,155.55555555555557,659,0.015174506828528073,0.042488619119878605
2022-05,NPR,Russian Invasion of Ukraine,11.0,32.0,18,61.111111111111114,177.77777777777777,659,0.01669195751138088,0.048558421851289835
2022-05,Politico,Russian Invasion of Ukraine,1.0,0.0,6,16.666666666666664,0.0,659,0.0015174506828528073,0.0
2022-05,Press TV,Russian Invasion of Ukraine,0.0,6.0,3,0.0,200.0,659,0.0,0.009104704097116844
2022-05,ProPublica,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,659,0.0,0.0
2022-05,RIA Novosti,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0,659,0.0,0.0
2022-05,RTVE,Israel-Palestine Conflict,2.0,0.0,2,100.0,0.0,37,0.05405405405405406,0.0
2022-05,RTVE,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0,659,0.0,0.0
2022-05,Radio France Internationale (RFI),Russian Invasion of Ukraine,0.0,1.0,5,0.0,20.0,659,0.0,0.0015174506828528073
2022-05,Reuters,Russian Invasion of Ukraine,0.0,0.0,4,0.0,0.0,659,0.0,0.0
2022-05,Sky News,Russian Invasion of Ukraine,15.0,9.0,6,250.0,150.0,659,0.02276176024279211,0.013657056145675266
2022-05,TASS,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,659,0.0,0.0
2022-05,Tasnim News Agency,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,37,0.0,0.0
2022-05,Tasnim News Agency,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,659,0.0,0.0
2022-05,The Atlantic,Russian Invasion of Ukraine,1.0,1.0,7,14.285714285714285,14.285714285714285,659,0.0015174506828528073,0.0015174506828528073
2022-05,The Daily Telegraph,Russian Invasion of Ukraine,2.0,1.0,3,66.66666666666666,33.33333333333333,659,0.0030349013657056147,0.0015174506828528073
2022-05,The Diplomat,Israel-Palestine Conflict,5.0,3.0,3,166.66666666666669,100.0,37,0.13513513513513514,0.08108108108108109
2022-05,The Diplomat,Russian Invasion of Ukraine,0.0,15.0,10,0.0,150.0,659,0.0,0.02276176024279211
2022-05,The Economist,Russian Invasion of Ukraine,7.0,2.0,9,77.77777777777779,22.22222222222222,659,0.010622154779969651,0.0030349013657056147
2022-05,The Globe and Mail,Russian Invasion of Ukraine,13.0,3.0,16,81.25,18.75,659,0.019726858877086494,0.004552352048558422
2022-05,The Guardian,Russian Invasion of Ukraine,0.0,1.0,5,0.0,20.0,659,0.0,0.0015174506828528073
2022-05,The Hill,Russian Invasion of Ukraine,6.0,0.0,13,46.15384615384615,0.0,659,0.009104704097116844,0.0
2022-05,The Hindu,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,659,0.0,0.0
2022-05,The Independent,Russian Invasion of Ukraine,8.0,2.0,3,266.66666666666663,66.66666666666666,659,0.012139605462822459,0.0030349013657056147
2022-05,The Intercept,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,37,0.0,0.0
2022-05,The Intercept,Russian Invasion of Ukraine,5.0,2.0,9,55.55555555555556,22.22222222222222,659,0.007587253414264037,0.0030349013657056147
2022-05,The Japan Times,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,37,0.02702702702702703,0.0
2022-05,The Japan Times,Russian Invasion of Ukraine,1.0,17.0,14,7.142857142857142,121.42857142857142,659,0.0015174506828528073,0.025796661608497723
2022-05,The Jerusalem Post,Israel-Palestine Conflict,9.0,3.0,3,300.0,100.0,37,0.24324324324324326,0.08108108108108109
2022-05,The Jerusalem Post,Russian Invasion of Ukraine,8.0,3.0,17,47.05882352941176,17.647058823529413,659,0.012139605462822459,0.004552352048558422
2022-05,The Mirror,Russian Invasion of Ukraine,5.0,0.0,15,33.33333333333333,0.0,659,0.007587253414264037,0.0
2022-05,The New Statesman,Israel-Palestine Conflict,19.0,7.0,2,950.0,350.0,37,0.5135135135135135,0.1891891891891892
2022-05,The New Statesman,Russian Invasion of Ukraine,9.0,8.0,16,56.25,50.0,659,0.013657056145675266,0.012139605462822459
2022-05,The New York Times,Russian Invasion of Ukraine,5.0,2.0,14,35.714285714285715,14.285714285714285,659,0.007587253414264037,0.0030349013657056147
2022-05,The Observer,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,659,0.0,0.0
2022-05,The South China Morning Post,Russian Invasion of Ukraine,1.0,0.0,4,25.0,0.0,659,0.0015174506828528073,0.0
2022-05,The Spectator,Russian Invasion of Ukraine,4.0,0.0,10,40.0,0.0,659,0.006069802731411229,0.0
2022-05,The Straits Times,Russian Invasion of Ukraine,0.0,1.0,1,0.0,100.0,659,0.0,0.0015174506828528073
2022-05,The Sun,Russian Invasion of Ukraine,2.0,0.0,3,66.66666666666666,0.0,659,0.0030349013657056147,0.0
2022-05,The Sydney Morning Herald,Russian Invasion of Ukraine,4.0,4.0,5,80.0,80.0,659,0.006069802731411229,0.006069802731411229
2022-05,The Times,Russian Invasion of Ukraine,1.0,4.0,10,10.0,40.0,659,0.0015174506828528073,0.006069802731411229
2022-05,The Times of India,Russian Invasion of Ukraine,1.0,0.0,11,9.090909090909092,0.0,659,0.0015174506828528073,0.0
2022-05,The Wall Street Journal,Israel-Palestine Conflict,7.0,7.0,1,700.0,700.0,37,0.1891891891891892,0.1891891891891892
2022-05,The Wall Street Journal,Russian Invasion of Ukraine,39.0,38.0,30,130.0,126.66666666666666,659,0.05918057663125948,0.057663125948406675
2022-05,The Washington Post,Russian Invasion of Ukraine,0.0,3.0,5,0.0,60.0,659,0.0,0.004552352048558422
2022-05,USA Today,Russian Invasion of Ukraine,37.0,6.0,22,168.1818181818182,27.27272727272727,659,0.05614567526555387,0.009104704097116844
2022-05,Vox,Russian Invasion of Ukraine,3.0,6.0,9,33.33333333333333,66.66666666666666,659,0.004552352048558422,0.009104704097116844
2022-06,20 Minutos,Russian Invasion of Ukraine,1.0,0.0,2,50.0,0.0,435,0.0022988505747126436,0.0
2022-06,Al Jazeera,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,435,0.0,0.0
2022-06,Amnesty International publications,Russian Invasion of Ukraine,2.0,1.0,9,22.22222222222222,11.11111111111111,435,0.004597701149425287,0.0022988505747126436
2022-06,Arab News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,27,0.0,0.0
2022-06,BBC News,Russian Invasion of Ukraine,0.0,1.0,4,0.0,25.0,435,0.0,0.0022988505747126436
2022-06,Bloomberg,Russian Invasion of Ukraine,0.0,0.0,5,0.0,0.0,435,0.0,0.0
2022-06,BuzzFeed News,Russian Invasion of Ukraine,2.0,2.0,1,200.0,200.0,435,0.004597701149425287,0.004597701149425287
2022-06,CBC News,Russian Invasion of Ukraine,11.0,2.0,6,183.33333333333331,33.33333333333333,435,0.02528735632183908,0.004597701149425287
2022-06,CBS News,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,435,0.0,0.0
2022-06,CNN ,Russian Invasion of Ukraine,0.0,0.0,7,0.0,0.0,435,0.0,0.0
2022-06,Channel 4 News,Russian Invasion of Ukraine,1.0,0.0,1,100.0,0.0,435,0.0022988505747126436,0.0
2022-06,China Daily,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,435,0.0,0.0
2022-06,Council on Foreign Relations,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,27,0.07407407407407407,0.0
2022-06,Council on Foreign Relations,Russian Invasion of Ukraine,4.0,0.0,7,57.14285714285714,0.0,435,0.009195402298850575,0.0
2022-06,Daily Mail,Russian Invasion of Ukraine,0.0,1.0,4,0.0,25.0,435,0.0,0.0022988505747126436
2022-06,Dawn,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,435,0.0,0.0
2022-06,Der Spiegel,Russian Invasion of Ukraine,2.0,0.0,2,100.0,0.0,435,0.004597701149425287,0.0
2022-06,Deutsche Welle,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,435,0.0,0.0
2022-06,El Confidencial,Russian Invasion of Ukraine,3.0,10.0,3,100.0,333.33333333333337,435,0.006896551724137931,0.022988505747126436
2022-06,El Mundo,Russian Invasion of Ukraine,0.0,0.0,5,0.0,0.0,435,0.0,0.0
2022-06,El País,Russian Invasion of Ukraine,5.0,0.0,5,100.0,0.0,435,0.011494252873563218,0.0
2022-06,Financial Times,Russian Invasion of Ukraine,1.0,0.0,4,25.0,0.0,435,0.0022988505747126436,0.0
2022-06,Foreign Affairs,Israel-Palestine Conflict,8.0,1.0,1,800.0,100.0,27,0.2962962962962963,0.037037037037037035
2022-06,Foreign Affairs,Russian Invasion of Ukraine,4.0,0.0,13,30.76923076923077,0.0,435,0.009195402298850575,0.0
2022-06,Foreign Policy,Russian Invasion of Ukraine,2.0,1.0,10,20.0,10.0,435,0.004597701149425287,0.0022988505747126436
2022-06,Fox News,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,435,0.0,0.0
2022-06,France 24,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,27,0.0,0.0
2022-06,France 24,Russian Invasion of Ukraine,1.0,13.0,5,20.0,260.0,435,0.0022988505747126436,0.029885057471264367
2022-06,Global Times,Russian Invasion of Ukraine,4.0,4.0,5,80.0,80.0,435,0.009195402298850575,0.009195402298850575
2022-06,Haaretz ,Israel-Palestine Conflict,7.0,3.0,4,175.0,75.0,27,0.25925925925925924,0.1111111111111111
2022-06,Haaretz ,Russian Invasion of Ukraine,1.0,4.0,4,25.0,100.0,435,0.0022988505747126436,0.009195402298850575
2022-06,IRNA (Islamic Republic News Agency),Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,435,0.0,0.0
2022-06,ITV News,Russian Invasion of Ukraine,1.0,0.0,2,50.0,0.0,435,0.0022988505747126436,0.0
2022-06,Institute for International Strategic Studies (IISS) publications,Russian Invasion of Ukraine,3.0,4.0,7,42.857142857142854,57.14285714285714,435,0.006896551724137931,0.009195402298850575
2022-06,International Crisis Group reports,Russian Invasion of Ukraine,1.0,9.0,5,20.0,180.0,435,0.0022988505747126436,0.020689655172413793
2022-06,Just Security,Israel-Palestine Conflict,1.0,2.0,1,100.0,200.0,27,0.037037037037037035,0.07407407407407407
2022-06,Just Security,Russian Invasion of Ukraine,0.0,10.0,6,0.0,166.66666666666669,435,0.0,0.022988505747126436
2022-06,Kommersant,Russian Invasion of Ukraine,2.0,4.0,7,28.57142857142857,57.14285714285714,435,0.004597701149425287,0.009195402298850575
2022-06,L'Express,Russian Invasion of Ukraine,9.0,29.0,5,180.0,580.0,435,0.020689655172413793,0.06666666666666667
2022-06,La Croix,Russian Invasion of Ukraine,4.0,1.0,5,80.0,20.0,435,0.009195402298850575,0.0022988505747126436
2022-06,La Razón,Russian Invasion of Ukraine,4.0,0.0,1,400.0,0.0,435,0.009195402298850575,0.0
2022-06,La Vanguardia,Russian Invasion of Ukraine,7.0,36.0,8,87.5,450.0,435,0.016091954022988506,0.08275862068965517
2022-06,Le Figaro,Russian Invasion of Ukraine,1.0,1.0,4,25.0,25.0,435,0.0022988505747126436,0.0022988505747126436
2022-06,Le Monde,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,27,0.0,0.0
2022-06,Le Monde,Russian Invasion of Ukraine,0.0,0.0,4,0.0,0.0,435,0.0,0.0
2022-06,Le Parisien,Russian Invasion of Ukraine,6.0,2.0,1,600.0,200.0,435,0.013793103448275862,0.004597701149425287
2022-06,Les Echos,Russian Invasion of Ukraine,0.0,10.0,4,0.0,250.0,435,0.0,0.022988505747126436
2022-06,Libération,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,27,0.0,0.0
2022-06,Libération,Russian Invasion of Ukraine,31.0,68.0,11,281.8181818181818,618.1818181818181,435,0.07126436781609195,0.15632183908045977
2022-06,Los Angeles Times,Israel-Palestine Conflict,11.0,3.0,1,1100.0,300.0,27,0.4074074074074074,0.1111111111111111
2022-06,Los Angeles Times,Russian Invasion of Ukraine,6.0,0.0,4,150.0,0.0,435,0.013793103448275862,0.0
2022-06,MSNBC ,Israel-Palestine Conflict,1.0,2.0,1,100.0,200.0,27,0.037037037037037035,0.07407407407407407
2022-06,MSNBC ,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,435,0.0,0.0
2022-06,Mediapart,Russian Invasion of Ukraine,6.0,0.0,2,300.0,0.0,435,0.013793103448275862,0.0
2022-06,NBC News,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0,27,0.0,0.037037037037037035
2022-06,NBC News,Russian Invasion of Ukraine,8.0,5.0,9,88.88888888888889,55.55555555555556,435,0.01839080459770115,0.011494252873563218
2022-06,NPR,Russian Invasion of Ukraine,9.0,7.0,14,64.28571428571429,50.0,435,0.020689655172413793,0.016091954022988506
2022-06,Politico,Russian Invasion of Ukraine,1.0,6.0,5,20.0,120.0,435,0.0022988505747126436,0.013793103448275862
2022-06,Press TV,Russian Invasion of Ukraine,4.0,2.0,6,66.66666666666666,33.33333333333333,435,0.009195402298850575,0.004597701149425287
2022-06,RIA Novosti,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,435,0.0,0.0
2022-06,Radio France Internationale (RFI),Russian Invasion of Ukraine,4.0,14.0,13,30.76923076923077,107.6923076923077,435,0.009195402298850575,0.03218390804597701
2022-06,Reuters,Russian Invasion of Ukraine,3.0,3.0,3,100.0,100.0,435,0.006896551724137931,0.006896551724137931
2022-06,Sky News,Russian Invasion of Ukraine,1.0,0.0,4,25.0,0.0,435,0.0022988505747126436,0.0
2022-06,TASS,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,435,0.0,0.0
2022-06,Tasnim News Agency,Russian Invasion of Ukraine,3.0,0.0,2,150.0,0.0,435,0.006896551724137931,0.0
2022-06,The Atlantic,Russian Invasion of Ukraine,0.0,5.0,11,0.0,45.45454545454545,435,0.0,0.011494252873563218
2022-06,The Daily Telegraph,Russian Invasion of Ukraine,8.0,10.0,8,100.0,125.0,435,0.01839080459770115,0.022988505747126436
2022-06,The Diplomat,Israel-Palestine Conflict,0.0,1.0,3,0.0,33.33333333333333,27,0.0,0.037037037037037035
2022-06,The Diplomat,Russian Invasion of Ukraine,3.0,0.0,11,27.27272727272727,0.0,435,0.006896551724137931,0.0
2022-06,The Economist,Russian Invasion of Ukraine,9.0,4.0,5,180.0,80.0,435,0.020689655172413793,0.009195402298850575
2022-06,The Globe and Mail,Russian Invasion of Ukraine,5.0,1.0,7,71.42857142857143,14.285714285714285,435,0.011494252873563218,0.0022988505747126436
2022-06,The Guardian,Russian Invasion of Ukraine,1.0,0.0,2,50.0,0.0,435,0.0022988505747126436,0.0
2022-06,The Hill,Israel-Palestine Conflict,0.0,24.0,1,0.0,2400.0,27,0.0,0.8888888888888888
2022-06,The Hill,Russian Invasion of Ukraine,3.0,1.0,11,27.27272727272727,9.090909090909092,435,0.006896551724137931,0.0022988505747126436
2022-06,The Hindu,Russian Invasion of Ukraine,19.0,35.0,4,475.0,875.0,435,0.04367816091954023,0.08045977011494253
2022-06,The Independent,Russian Invasion of Ukraine,7.0,18.0,4,175.0,450.0,435,0.016091954022988506,0.041379310344827586
2022-06,The Intercept,Russian Invasion of Ukraine,2.0,0.0,3,66.66666666666666,0.0,435,0.004597701149425287,0.0
2022-06,The Japan Times,Russian Invasion of Ukraine,0.0,2.0,6,0.0,33.33333333333333,435,0.0,0.004597701149425287
2022-06,The Jerusalem Post,Israel-Palestine Conflict,3.0,7.0,5,60.0,140.0,27,0.1111111111111111,0.25925925925925924
2022-06,The Jerusalem Post,Russian Invasion of Ukraine,5.0,26.0,10,50.0,260.0,435,0.011494252873563218,0.059770114942528735
2022-06,The Mirror,Russian Invasion of Ukraine,6.0,2.0,9,66.66666666666666,22.22222222222222,435,0.013793103448275862,0.004597701149425287
2022-06,The New Statesman,Israel-Palestine Conflict,0.0,2.0,1,0.0,200.0,27,0.0,0.07407407407407407
2022-06,The New Statesman,Russian Invasion of Ukraine,15.0,2.0,11,136.36363636363635,18.181818181818183,435,0.034482758620689655,0.004597701149425287
2022-06,The New York Times,Russian Invasion of Ukraine,4.0,0.0,9,44.44444444444444,0.0,435,0.009195402298850575,0.0
2022-06,The Observer,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,435,0.0,0.0
2022-06,The South China Morning Post,Russian Invasion of Ukraine,12.0,61.0,7,171.42857142857142,871.4285714285713,435,0.027586206896551724,0.14022988505747128
2022-06,The Spectator,Russian Invasion of Ukraine,0.0,1.0,7,0.0,14.285714285714285,435,0.0,0.0022988505747126436
2022-06,The Sun,Russian Invasion of Ukraine,0.0,0.0,6,0.0,0.0,435,0.0,0.0
2022-06,The Sydney Morning Herald,Russian Invasion of Ukraine,1.0,0.0,2,50.0,0.0,435,0.0022988505747126436,0.0
2022-06,The Times,Russian Invasion of Ukraine,0.0,10.0,3,0.0,333.33333333333337,435,0.0,0.022988505747126436
2022-06,The Times of India,Russian Invasion of Ukraine,7.0,7.0,14,50.0,50.0,435,0.016091954022988506,0.016091954022988506
2022-06,The Wall Street Journal,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,27,0.0,0.0
2022-06,The Wall Street Journal,Russian Invasion of Ukraine,3.0,2.0,9,33.33333333333333,22.22222222222222,435,0.006896551724137931,0.004597701149425287
2022-06,USA Today,Russian Invasion of Ukraine,11.0,11.0,19,57.89473684210527,57.89473684210527,435,0.02528735632183908,0.02528735632183908
2022-06,Vox,Russian Invasion of Ukraine,0.0,14.0,5,0.0,280.0,435,0.0,0.03218390804597701
2022-06,Xinhua News Agency,Russian Invasion of Ukraine,3.0,3.0,3,100.0,100.0,435,0.006896551724137931,0.006896551724137931
2022-07,20 Minutos,Russian Invasion of Ukraine,3.0,2.0,1,300.0,200.0,306,0.00980392156862745,0.006535947712418301
2022-07,Al Jazeera,Russian Invasion of Ukraine,1.0,0.0,1,100.0,0.0,306,0.0032679738562091504,0.0
2022-07,Amnesty International publications,Israel-Palestine Conflict,12.0,3.0,4,300.0,75.0,32,0.375,0.09375
2022-07,Amnesty International publications,Russian Invasion of Ukraine,2.0,0.0,8,25.0,0.0,306,0.006535947712418301,0.0
2022-07,BBC News,Russian Invasion of Ukraine,4.0,0.0,4,100.0,0.0,306,0.013071895424836602,0.0
2022-07,Bloomberg,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,BuzzFeed News,Russian Invasion of Ukraine,0.0,1.0,2,0.0,50.0,306,0.0,0.0032679738562091504
2022-07,CBC News,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0,306,0.0,0.0
2022-07,CNN ,Russian Invasion of Ukraine,7.0,1.0,2,350.0,50.0,306,0.02287581699346405,0.0032679738562091504
2022-07,Cadena SER,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,306,0.0,0.0
2022-07,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,1.0,0.0,2,50.0,0.0,32,0.03125,0.0
2022-07,Carnegie Endowment for International Peace publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,306,0.0,0.0
2022-07,China Daily,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,32,0.03125,0.0
2022-07,China Daily,Russian Invasion of Ukraine,2.0,0.0,4,50.0,0.0,306,0.006535947712418301,0.0
2022-07,Council on Foreign Relations,Russian Invasion of Ukraine,0.0,0.0,4,0.0,0.0,306,0.0,0.0
2022-07,Daily Mail,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0,306,0.0,0.0
2022-07,Dawn,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,32,0.0,0.0
2022-07,Der Spiegel,Russian Invasion of Ukraine,1.0,8.0,6,16.666666666666664,133.33333333333331,306,0.0032679738562091504,0.026143790849673203
2022-07,Deutsche Welle,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,32,0.0,0.0
2022-07,Deutsche Welle,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,El Confidencial,Russian Invasion of Ukraine,18.0,2.0,3,600.0,66.66666666666666,306,0.058823529411764705,0.006535947712418301
2022-07,El Mundo,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,El País,Russian Invasion of Ukraine,4.0,3.0,2,200.0,150.0,306,0.013071895424836602,0.00980392156862745
2022-07,Evening Standard,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,306,0.0,0.0
2022-07,Financial Times,Russian Invasion of Ukraine,16.0,6.0,1,1600.0,600.0,306,0.05228758169934641,0.0196078431372549
2022-07,Foreign Affairs,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,32,0.0,0.0
2022-07,Foreign Affairs,Russian Invasion of Ukraine,2.0,13.0,7,28.57142857142857,185.71428571428572,306,0.006535947712418301,0.042483660130718956
2022-07,Foreign Policy,Russian Invasion of Ukraine,2.0,2.0,7,28.57142857142857,28.57142857142857,306,0.006535947712418301,0.006535947712418301
2022-07,Fox News,Russian Invasion of Ukraine,0.0,0.0,8,0.0,0.0,306,0.0,0.0
2022-07,France 24,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,32,0.0625,0.0
2022-07,France 24,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,Global Times,Russian Invasion of Ukraine,7.0,22.0,8,87.5,275.0,306,0.02287581699346405,0.0718954248366013
2022-07,Haaretz ,Russian Invasion of Ukraine,2.0,4.0,7,28.57142857142857,57.14285714285714,306,0.006535947712418301,0.013071895424836602
2022-07,Institute for International Strategic Studies (IISS) publications,Russian Invasion of Ukraine,14.0,3.0,9,155.55555555555557,33.33333333333333,306,0.0457516339869281,0.00980392156862745
2022-07,International Crisis Group reports,Israel-Palestine Conflict,5.0,9.0,3,166.66666666666669,300.0,32,0.15625,0.28125
2022-07,International Crisis Group reports,Russian Invasion of Ukraine,4.0,1.0,7,57.14285714285714,14.285714285714285,306,0.013071895424836602,0.0032679738562091504
2022-07,Just Security,Russian Invasion of Ukraine,1.0,2.0,4,25.0,50.0,306,0.0032679738562091504,0.006535947712418301
2022-07,Kommersant,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,L'Express,Russian Invasion of Ukraine,1.0,0.0,2,50.0,0.0,306,0.0032679738562091504,0.0
2022-07,La Croix,Russian Invasion of Ukraine,0.0,0.0,4,0.0,0.0,306,0.0,0.0
2022-07,La Vanguardia,Russian Invasion of Ukraine,14.0,21.0,7,200.0,300.0,306,0.0457516339869281,0.06862745098039216
2022-07,Le Figaro,Russian Invasion of Ukraine,2.0,0.0,2,100.0,0.0,306,0.006535947712418301,0.0
2022-07,Le Monde,Russian Invasion of Ukraine,9.0,0.0,2,450.0,0.0,306,0.029411764705882353,0.0
2022-07,Le Parisien,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,306,0.0,0.0
2022-07,Les Echos,Russian Invasion of Ukraine,2.0,12.0,4,50.0,300.0,306,0.006535947712418301,0.0392156862745098
2022-07,Libération,Russian Invasion of Ukraine,1.0,1.0,7,14.285714285714285,14.285714285714285,306,0.0032679738562091504,0.0032679738562091504
2022-07,Los Angeles Times,Russian Invasion of Ukraine,5.0,9.0,6,83.33333333333334,150.0,306,0.016339869281045753,0.029411764705882353
2022-07,MSNBC ,Russian Invasion of Ukraine,0.0,2.0,2,0.0,100.0,306,0.0,0.006535947712418301
2022-07,Mediapart,Russian Invasion of Ukraine,7.0,4.0,1,700.0,400.0,306,0.02287581699346405,0.013071895424836602
2022-07,Metro,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,306,0.0,0.0
2022-07,NBC News,Russian Invasion of Ukraine,2.0,19.0,4,50.0,475.0,306,0.006535947712418301,0.06209150326797386
2022-07,NPR,Russian Invasion of Ukraine,4.0,3.0,6,66.66666666666666,50.0,306,0.013071895424836602,0.00980392156862745
2022-07,Politico,Russian Invasion of Ukraine,3.0,1.0,5,60.0,20.0,306,0.00980392156862745,0.0032679738562091504
2022-07,Press TV,Russian Invasion of Ukraine,1.0,2.0,4,25.0,50.0,306,0.0032679738562091504,0.006535947712418301
2022-07,ProPublica,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,RIA Novosti,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,306,0.0,0.0
2022-07,RTVE,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,306,0.0,0.0
2022-07,Radio France Internationale (RFI),Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,32,0.0,0.0
2022-07,Radio France Internationale (RFI),Russian Invasion of Ukraine,0.0,0.0,6,0.0,0.0,306,0.0,0.0
2022-07,Reuters,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,TASS,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,Tasnim News Agency,Israel-Palestine Conflict,7.0,0.0,2,350.0,0.0,32,0.21875,0.0
2022-07,Tasnim News Agency,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,306,0.0,0.0
2022-07,The Atlantic,Russian Invasion of Ukraine,5.0,6.0,11,45.45454545454545,54.54545454545454,306,0.016339869281045753,0.0196078431372549
2022-07,The Daily Telegraph,Russian Invasion of Ukraine,0.0,3.0,7,0.0,42.857142857142854,306,0.0,0.00980392156862745
2022-07,The Diplomat,Israel-Palestine Conflict,0.0,4.0,1,0.0,400.0,32,0.0,0.125
2022-07,The Diplomat,Russian Invasion of Ukraine,2.0,2.0,9,22.22222222222222,22.22222222222222,306,0.006535947712418301,0.006535947712418301
2022-07,The Economist,Israel-Palestine Conflict,2.0,5.0,2,100.0,250.0,32,0.0625,0.15625
2022-07,The Economist,Russian Invasion of Ukraine,4.0,9.0,2,200.0,450.0,306,0.013071895424836602,0.029411764705882353
2022-07,The Globe and Mail,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0,306,0.0,0.0
2022-07,The Guardian,Russian Invasion of Ukraine,2.0,0.0,3,66.66666666666666,0.0,306,0.006535947712418301,0.0
2022-07,The Hill,Russian Invasion of Ukraine,4.0,2.0,5,80.0,40.0,306,0.013071895424836602,0.006535947712418301
2022-07,The Hindu,Russian Invasion of Ukraine,0.0,2.0,2,0.0,100.0,306,0.0,0.006535947712418301
2022-07,The Independent,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,32,0.0625,0.0
2022-07,The Independent,Russian Invasion of Ukraine,2.0,0.0,2,100.0,0.0,306,0.006535947712418301,0.0
2022-07,The Intercept,Israel-Palestine Conflict,9.0,0.0,1,900.0,0.0,32,0.28125,0.0
